gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,0,0,-0.9966836022806536,1,0,1.2123839421330955,-0.6677399572353249,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,-1.0373893371192475,1,0,0.28322158726307645,-0.7709185379689575,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.1188008067964355,1,0,1.3119370515834547,-0.772674769130381,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,-1.2816237461508113,1,0,0.5155121759805812,-0.9750804104844433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,-0.5489205190561197,0,1,-0.679125137423729,-0.6181264269251101,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
0,0,0,0,0.14307697319997809,1,1,1.1460152024995227,0.5769888784236045,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1.4456604880349857,1,1,-0.3472814392558651,0.6028932880546016,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0.26519417771576004,1,1,1.1460152024995227,0.7618322081634313,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,-0.7117434584104956,1,1,0.5155121759805812,-0.47587170284980385,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1.6084834273893616,1,0,-1.4423656432098162,-0.35469175271158004,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,0,-1.0373893371192475,0,0,-1.0109688355915931,-0.8978062393818078,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1.5677776925507676,1,0,-1.342812533759457,-0.2506350563972357,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,1,-0.7524491932490895,1,1,0.01774662872878528,-0.5988078841494512,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,-0.4268033145403377,1,1,-1.4755500130266026,-0.8034088144552929,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0,0,1.6084834273893616,1,1,1.7433338592016778,2.693686485729318,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,1,0,0.7943687306174818,1,1,0.8805402439652316,1.0213153622637585,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,0,0,0.1023712383613841,1,1,-0.08180648072157391,-0.08993990512698237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,0.7129572609402939,1,0,-1.4755500130266026,-0.6018812886819424,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,0,0.9978974048104517,1,1,1.1460152024995227,1.403295639873377,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,1.4049547531963917,1,1,1.577412010117746,2.2335539214363522,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,-0.8745663977648716,1,1,0.48232780616379484,-0.6611540903799866,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0.1023712383613841,1,1,0.15048410799593087,0.06153503254579739,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1,1,1,0,-1.2816237461508113,1,1,0.28322158726307645,-0.9781538150169344,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.1418631706701798,1,1,0.31640595707986285,-0.13516285753363835,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.019745966154397852,1,0,-1.4755500130266026,-0.7230612388201662,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,-0.5082147842175256,1,1,-0.44683454870622424,-0.5610489141788453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,-0.4268033145403377,1,0,-1.508734382843389,-0.8108727968913428,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,-0.2639803751859618,1,1,0.31640595707986285,-0.2049730462002238,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.4268033145403377,0,0,-0.2809126996222923,-0.43767367508884203,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,1.5270719577121736,1,0,-1.3096281639426706,-0.15843292042250018,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1.4456604880349857,1,0,0.6814340250645132,1.4309562806657976,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-0.6303319887333076,1,1,0.8473558741484452,-0.3024438756592299,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,-1.2409180113122174,0,1,-1.1437063148587385,-0.9843006240819168,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0.9164859351332638,1,0,-1.508734382843389,-0.5096791527072069,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,0,0,0,0.22448844287716607,1,1,1.3119370515834547,0.6964125974004047,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,1,1,-1.0373893371192475,0,0,-1.0109688355915931,-0.9021968172853666,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,-1.1188008067964355,1,1,0.6814340250645132,-0.8038478722456487,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0.346605647392948,1,1,1.1128308326827363,0.7280247583060283,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-0.8745663977648716,1,1,-0.015437741088001118,-0.6958396558181015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,1.5677776925507676,1,1,0.6150652854309404,1.5776015826446628,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,0,0,-0.06045170099299184,1,1,0.28322158726307645,-0.09081802070769414,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,1.4456604880349857,1,1,0.8473558741484452,1.756737161109863,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,0,1.6084834273893616,1,1,1.1128308326827363,2.069785365633608,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0,1,1,-0.3453918448631497,1,0,-0.015437741088001118,-0.32615299633844763,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-0.8745663977648716,1,1,1.1791995723163091,-0.5145087884011216,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-1.2409180113122174,1,1,-0.08180648072157391,-0.960591503402699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,1,1.6084834273893616,1,1,1.4446745308506004,2.399956823981232,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
0,0,0,0,-0.8338606629262776,1,0,-1.508734382843389,-0.9136123198346195,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,1,-0.019745966154397852,1,0,0.6150652854309404,0.145834128294127,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,1,0,0,-1.2816237461508113,1,1,0.28322158726307645,-0.9781538150169344,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.8338606629262776,1,1,-1.4423656432098162,-0.8758533498640136,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.428017117070136,1,1,1.2123839421330955,0.977848641018526,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-0.8338606629262776,1,0,-1.4423656432098162,-0.8951718926396725,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-0.2639803751859618,0,0,-0.3472814392558651,-0.4122083232482008,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,-1.2816237461508113,1,1,0.18366847781271725,-0.9794709883880021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.8745663977648716,1,0,-1.3759969035762434,-0.9026358750757225,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,0,-0.1825689055087738,0,1,-1.1437063148587385,-0.6545682235246484,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,1,0,1.3642490183577978,1,1,0.5155121759805812,1.301434232510812,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1,0,1,1,-0.5082147842175256,1,0,1.0464620930491635,-0.20848550852307088,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,1,0,1.2014260790034217,1,1,1.3119370515834547,1.8932841339105426,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,1,0,0,-1.2816237461508113,1,1,0.31640595707986285,-0.9777147572265785,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,-0.4675090493789317,1,0,0.5155121759805812,-0.24317107396118567,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2816237461508113,0,1,-1.342812533759457,-0.9996676467443727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0.22448844287716607,1,1,0.9800933534155908,0.5774279362139604,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,0,1,1,-0.5896262538947137,1,0,0.6150652854309404,-0.30288293344958583,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,1.1200146093262338,1,1,-1.4755500130266026,-0.4842138008665656,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,1.5270719577121736,1,1,0.8473558741484452,1.7931789577094015,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,1.4049547531963917,1,1,0.15048410799593087,1.0160466687794878,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,1,1,-1.1188008067964355,1,1,-1.3096281639426706,-0.9509322320148696,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,1,0,1.3642490183577978,1,0,1.676965119568105,2.4767919372935117,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,1,0,1.6084834273893616,1,0,-1.3096281639426706,-0.2212181844433915,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,0,1.6084834273893616,1,1,0.6482496552477268,1.6807801633782953,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1,0,0,1,-1.2002122764736234,1,1,-1.4755500130266026,-0.9772756994362226,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0.631545791263106,1,1,-1.4755500130266026,-0.5553411629042188,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-1.0373893371192475,1,1,0.31640595707986285,-0.772674769130381,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-1.2409180113122174,1,0,0.8473558741484452,-0.926784053545296,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0.7943687306174818,1,1,1.2787526817666683,1.3449009537560446,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.22448844287716607,1,1,-1.4755500130266026,-0.6826679221074249,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,1.6084834273893616,1,0,-1.4755500130266026,-0.41572078557104786,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,1,0,0,-0.9559778674420595,1,1,0.31640595707986285,-0.7371110881115545,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.9978974048104517,1,0,-1.508734382843389,-0.497824592367598,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,1,-0.7931549280876836,1,0,-0.679125137423729,-0.7208659498683868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0.30589991255435406,1,1,1.3783057912170276,0.8241784143939668,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,0.26519417771576004,1,1,-1.508734382843389,-0.6352496807489895,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,0,0,0.020959768684196134,1,1,1.5110432704841732,0.5945511900378398,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,0.631545791263106,1,0,-1.342812533759457,-0.49079966772190387,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,0,-0.9152721326034655,0,1,-1.176890684675525,-0.8824392167193519,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.8745663977648716,1,0,0.3827746967134356,-0.6422746053946836,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.590840056424512,1,0,-1.2764437941258842,-0.4613827957680597,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,0,0,0,-1.2816237461508113,1,1,0.44914343634700843,-0.975958526065155,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0.7943687306174818,1,1,0.8141715043316587,1.0322918070226554,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,1,0,1.3642490183577978,1,0,0.6814340250645132,1.4212970092779682,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0,1,1,1,-0.8745663977648716,1,1,0.44914343634700843,-0.6308591028454307,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0.5501343215859179,1,1,0.5155121759805812,0.6446037781384105,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0.46872285190873,1,1,1.0464620930491635,0.9058431634001611,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,1,1.5677776925507676,1,1,1.3451214214002412,2.3038031678932938,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,1,1,-0.4268033145403377,1,0,-0.31409706943907867,-0.48070133854371855,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.38609757970174374,1,1,0.415959066530222,-0.23790238047691506,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,1,1,0,0.7943687306174818,1,1,1.3119370515834547,1.4344687429886447,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1.6084834273893616,1,0,-1.508734382843389,-0.41176926545784487,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,1,0.30589991255435406,1,1,0.6482496552477268,0.4400028478325689,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1.4863662228735797,1,1,1.013277723232377,1.9508007044471634,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
0,1,0,0,-0.1418631706701798,1,0,1.1128308326827363,0.2463783622856243,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,1,0,0,1.6084834273893616,1,0,1.6105963799345322,2.434203331628991,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1,1,0,0.428017117070136,1,1,0.9800933534155908,0.8145191430061374,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,1.4049547531963917,1,0,-1.2764437941258842,-0.2690754835921828,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,0.9164859351332638,1,0,-1.4423656432098162,-0.47894510738229507,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,0,1.5677776925507676,1,1,-1.342812533759457,-0.21287608642662972,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,0,0,1,-0.30468611002455576,1,0,-1.4755500130266026,-0.8034088144552929,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,-1.2816237461508113,1,0,-1.4755500130266026,-1.0014238779057962,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1.6084834273893616,1,0,1.4778589006673868,2.448692238710735,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,0.7943687306174818,1,1,0.34959032689664926,0.6867533260125753,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
0,0,0,0,-0.4268033145403377,1,1,-1.508734382843389,-0.8293132240862899,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,1.4456604880349857,1,0,0.3827746967134356,1.2873843832194238,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1,0,1,0,-0.9152721326034655,1,1,0.18366847781271725,-0.7208659498683868,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.9152721326034655,1,1,1.1791995723163091,-0.543047544774254,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.9164859351332638,1,1,1.2787526817666683,1.4731058285399625,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,0,0,0.9571916699718578,1,0,-1.342812533759457,-0.4245019413781655,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,1,1,1,0.5501343215859179,1,1,1.5110432704841732,1.1727902999365383,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2816237461508113,1,1,0.6482496552477268,-0.9733241793230197,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.428017117070136,1,1,0.34959032689664926,0.37765664160203344,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0.26519417771576004,1,1,1.3451214214002412,0.8707185401716905,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,0.7129572609402939,0,1,-0.679125137423729,-0.0495465884142411,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,-1.0780950719578415,1,0,-1.508734382843389,-0.953566578757005,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,1,1,0.5094285867473239,1,0,-1.342812533759457,-0.5325101578057128,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-0.4268033145403377,0,1,-0.48001891852301065,-0.5390960246610511,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,1.6084834273893616,1,0,-1.3096281639426706,-0.19487471702203849,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-1.0373893371192475,1,1,1.1791995723163091,-0.6962787136084573,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2816237461508113,1,1,-1.508734382843389,-1.0018629356961521,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1.6084834273893616,1,1,1.7101494893848914,2.5079650404087794,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,1,1,0,-0.9152721326034655,1,1,0.913724613782018,-0.6001250575205188,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,1,1,0,-1.2816237461508113,0,0,-0.8118626166908747,-0.9926427220986785,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0.631545791263106,1,1,0.15048410799593087,0.49795847615954547,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
1,0,0,0,-0.2639803751859618,1,1,-1.508734382843389,-0.8034088144552929,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,0,1.4456604880349857,1,0,0.8473558741484452,1.7545418721580837,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,1,0,0.7129572609402939,1,0,0.34959032689664926,0.69158296170649,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,0,1.6084834273893616,1,1,1.676965119568105,2.6392433197251886,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,0,0,-0.6303319887333076,1,0,-1.4755500130266026,-0.8653159628954724,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,1,1,0,1.3642490183577978,1,1,1.411490161033814,2.0855914460864193,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,1,0,-0.6303319887333076,1,0,0.8473558741484452,-0.3718150065354595,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,-0.5082147842175256,1,1,-0.015437741088001118,-0.4508454087995185,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
0,1,0,0,-0.1825689055087738,1,1,1.2787526817666683,0.25867198041558903,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,0.5094285867473239,1,1,-0.48001891852301065,-0.0012502314750939324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0.387311382231542,1,0,-0.3472814392558651,6.694189597371782e-05,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-1.2816237461508113,1,1,-0.6459407676069426,-0.9904474331468992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-0.3453918448631497,1,1,0.34959032689664926,-0.24317107396118567,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,-0.9966836022806536,1,1,-0.7123095072405154,-0.8587300960401342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,-0.8338606629262776,0,0,-1.0441532054083793,-0.8152633747949017,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,-0.9559778674420595,1,0,-1.508734382843389,-0.9311746314488549,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,1,0,0.428017117070136,1,0,0.5155121759805812,0.48171333791637777,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.7943687306174818,1,1,-1.4755500130266026,-0.531632042225001,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,1,0,-0.019745966154397852,1,1,0.34959032689664926,0.010165271074159035,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,-1.2816237461508113,1,0,0.15048410799593087,-0.979910046178358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.6084834273893616,1,1,1.7433338592016778,2.637487088563765,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-1.0780950719578415,1,1,0.6814340250645132,-0.7955057742288869,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1.2014260790034217,0,0,-0.5463876581565834,0.31048079967758324,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,-0.5082147842175256,1,1,-1.508734382843389,-0.8200930104888164,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,1,1,0.06166550352279012,1,1,0.8473558741484452,0.3495569430192569,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,1,-0.5082147842175256,1,1,0.18366847781271725,-0.36479008188976536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.7536629957788878,0,1,-0.5132032883397971,0.11070950506565633,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1.6084834273893616,1,0,-1.4755500130266026,-0.32264053401560056,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,-1.0373893371192475,1,1,0.44914343634700843,-0.7810168671471428,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-1.2816237461508113,1,0,-1.4755500130266026,-1.0014238779057962,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,-0.9966836022806536,1,0,-0.3472814392558651,-0.7985791787613782,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.2002122764736234,1,1,-0.5132032883397971,-0.9360042671427696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.06045170099299184,1,1,0.5155121759805812,0.05626633906152679,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
